title,tmdb_id,imdb_id,duration,genres,img,popularity,vote_average,vote_count,year_released
b'sin city: a dame to kill for',b'189',b'tt0458481',b'102',"b""['crime', 'thriller']""",b'/k80qkrj0qq6ocvo5n932stnsg6j.jpg',b'13.698',b'6.3',b'1778',b'2014-08-20'
b'das dorf der freundschaft',b'190',b'',b'52',"b""['documentary']""",b'none',b'0.001',b'0.0',b'0',b'2001-08-25'
b'the state i am in',b'191',b'tt0248103',b'106',"b""['drama']""",b'/46kjqkennztxghcqlhpldgipqzt.jpg',b'0.391',b'7.0',b'9',b'2000-09-01'
b'star trek: generations',b'193',b'tt0111280',b'118',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/wjrxjlnpdq9u8vymawf420ydftn.jpg',b'7.344',b'6.5',b'569',b'1994-11-17'
b'am\xc3\xa9lie',b'194',b'tt0211915',b'122',"b""['comedy', 'romance']""",b'/f0uore7k7gghfr8r7putohwkole.jpg',b'14.292',b'7.9',b'4677',b'2001-04-25'
b'trouble in paradise',b'195',b'tt0023622',b'83',"b""['comedy', 'romance']""",b'/fbxuolrd3biyul14unt5m3pyns.jpg',b'3.646',b'7.7',b'73',b'1932-10-21'
b'back to the future part iii',b'196',b'tt0099088',b'118',"b""['adventure', 'comedy', 'family', 'science fiction']""",b'/6dmgptzyaug7qndjohudwyjoqdl.jpg',b'11.14',b'7.3',b'4182',b'1990-05-25'
b'braveheart',b'197',b'tt0112573',b'177',"b""['action', 'drama', 'history', 'war']""",b'/2qaggeydljeloeqjw9fyvphpplc.jpg',b'17.206',b'7.8',b'4389',b'1995-05-24'
b'to be or not to be',b'198',b'tt0035446',b'99',"b""['comedy', 'war']""",b'/ug5r6fdohud4hbb5o6pn1snsefj.jpg',b'4.636',b'7.9',b'165',b'1942-03-05'
b'star trek: first contact',b'199',b'tt0117731',b'111',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/qhvb8eugwkdvvd8fezk0agcmpdh.jpg',b'7.932',b'7.2',b'804',b'1996-11-21'
b'star trek: insurrection',b'200',b'tt0120844',b'103',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/9pbc44kltjharunyrdqcantmevh.jpg',b'7.21',b'6.4',b'503',b'1998-12-10'
b'star trek: nemesis',b'201',b'tt0253754',b'117',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/n4tplwpi062aofiq4kwmapnbsva.jpg',b'6.728',b'6.2',b'617',b'2002-12-13'
b'mean streets',b'203',b'tt0070379',b'110',"b""['drama', 'crime']""",b'/3awgnjps7xmgycb2efdxvm6glgd.jpg',b'6.618',b'7.2',b'556',b'1973-10-02'
b'the wages of fear',b'204',b'tt0046268',b'147',"b""['drama', 'thriller', 'adventure']""",b'/3iguar1xserr4xqmhzcfyq4f8ky.jpg',b'7.223',b'7.9',b'247',b'1953-04-21'
b'hotel rwanda',b'205',b'tt0395169',b'121',"b""['drama', 'history', 'war']""",b'/p3phw85umzpegfmzba6dz06yarm.jpg',b'7.26',b'7.6',b'1100',b'2004-09-11'
b'paradise found',b'206',b'tt0287624',b'89',"b""['drama']""",b'/yyepqb4yfqhkwercbed9ud6zqrc.jpg',b'1.059',b'6.8',b'6',b'2003-01-01'
b'dead poets society',b'207',b'tt0097165',b'128',"b""['drama']""",b'/3ri2greavqshqwemlp6hyn8i2p9.jpg',b'10.692',b'8.3',b'4243',b'1989-06-02'
b'berlin is in germany',b'211',b'tt0276820',b'97',"b""['comedy', 'drama']""",b'/bqaabvrewltmfg3f4svpxwsbfa6.jpg',b'1.238',b'6.3',b'3',b'2001-11-01'
b'arsenic and old lace',b'212',b'tt0036613',b'118',"b""['comedy', 'crime']""",b'/81bz372hnagizgb825ny2hoxxdo.jpg',b'5.721',b'7.6',b'314',b'1944-09-23'
b'north by northwest',b'213',b'tt0053125',b'136',"b""['mystery', 'thriller']""",b'/anv789h3ohm2pthk5bdq5ruiumz.jpg',b'16.52',b'7.9',b'1453',b'1959-07-07'
b'saw iii',b'214',b'tt0489270',b'114',"b""['horror', 'thriller', 'crime']""",b'/zhmw9xgrnlrdsuk6lnx5nll72eu.jpg',b'10.896',b'6.3',b'1696',b'2006-10-27'
b'saw ii',b'215',b'tt0432348',b'89',"b""['horror']""",b'/vc7ggr8njwtqozrmrsvmthqy9hx.jpg',b'14.032',b'6.4',b'2008',b'2005-10-28'
b'ali: fear eats the soul',b'216',b'tt0071141',b'94',"b""['romance', 'drama']""",b'/7ceggrlji2dbx9qjiwqq9gqfjt1.jpg',b'5.461',b'7.7',b'109',b'1974-03-05'
b'indiana jones and the kingdom of the crystal skull',b'217',b'tt0367882',b'122',"b""['adventure', 'action']""",b'/qy1x6v5damdtr904g3y84wvgpfc.jpg',b'16.55',b'5.8',b'3504',b'2008-05-21'
b'the terminator',b'218',b'tt0088247',b'108',"b""['action', 'thriller', 'science fiction']""",b'/q8ffbuxqlyohrvpnilgcbmkk4lv.jpg',b'16.29',b'7.5',b'5508',b'1984-10-26'
b'volver',b'219',b'tt0441909',b'121',"b""['comedy', 'drama', 'romance']""",b'/wjieyti7enkdtc3mhh446esjclf.jpg',b'6.878',b'7.4',b'564',b'2006-03-16'
b'east of eden',b'220',b'tt0048028',b'115',"b""['drama', 'romance']""",b'/hjh1uloyspzgbdm1uqyjtv5ylav.jpg',b'8.169',b'7.7',b'221',b'1955-03-09'
b'berlin: symphony of a great city',b'222',b'tt0017668',b'69',"b""['documentary', 'history']""",b'/epgmsitimhsovzkcj6rnl4v64sq.jpg',b'1.583',b'7.9',b'20',b'1927-09-23'
b'rebecca',b'223',b'tt0032976',b'130',"b""['drama', 'mystery']""",b'/3gla0nxhbox3nxqzau4soqottjh.jpg',b'6.135',b'7.9',b'487',b'1940-04-12'
b'man of marble',b'224',b'tt0075902',b'165',"b""['drama', 'history']""",b'/73bpqydasq8qvaofiptrs3ccjlz.jpg',b'1.887',b'6.5',b'20',b'1977-02-25'
b'man of iron',b'225',b'tt0082222',b'147',"b""['drama', 'history']""",b'/sbe5uturq7m0ctidhjasdsz2poq.jpg',b'1.859',b'7.0',b'17',b'1981-07-27'
b'the outsiders',b'227',b'tt0086066',b'91',"b""['crime', 'drama']""",b'/t0dy2q1j9hlq8kkt0tzgimynt2c.jpg',b'7.711',b'7.2',b'422',b'1983-03-25'
b'the blue angel',b'228',b'tt0020697',b'108',"b""['drama']""",b'/zzjwkkxcrwow1k0ft8topjevzsl.jpg',b'3.598',b'7.4',b'81',b'1930-03-31'
b'bride of frankenstein',b'229',b'tt0026138',b'75',"b""['horror', 'science fiction']""",b'/7yofyq6yhpbywoh8vfqyfo2mm5i.jpg',b'7.084',b'7.6',b'282',b'1935-04-21'
b'syriana',b'231',b'tt0365737',b'128',"b""['drama', 'thriller']""",b'/arlpoafsdfhs5uson2auseiimxi.jpg',b'9.881',b'6.4',b'581',b'2005-11-23'
b'rumble fish',b'232',b'tt0086216',b'94',"b""['action', 'crime', 'drama']""",b'/pwxutynhkucg40hzehuqdpm2fqm.jpg',b'6.625',b'7.1',b'196',b'1983-10-20'
b'the wanderers',b'233',b'tt0080117',b'117',"b""['drama']""",b'/oedftx9hzzwpd7l5wkd0wxstey2.jpg',b'4.798',b'7.4',b'70',b'1979-07-13'
b'the cabinet of dr. caligari',b'234',b'tt0010323',b'78',"b""['drama', 'horror', 'thriller', 'crime']""",b'/myk9deisxwgkgutzygxg2iffk0w.jpg',b'6.988',b'7.8',b'400',b'1920-02-25'
b'stand by me',b'235',b'tt0092005',b'89',"b""['crime', 'drama']""",b'/7qbja6sym4zyxtey0d7qb7bmhzb.jpg',b'10.406',b'7.8',b'2202',b'1986-08-08'
"b""muriel's wedding""",b'236',b'tt0110598',b'106',"b""['drama', 'comedy', 'romance']""",b'/zjytr8fo412a2oifjgxtram4iwx.jpg',b'5.296',b'6.9',b'139',b'1994-08-22'
b'young adam',b'237',b'tt0289635',b'93',"b""['drama', 'thriller', 'crime', 'romance']""",b'/j5aelm05tplusnoesqqoc3jxa1v.jpg',b'4.336',b'5.8',b'61',b'2003-09-26'
b'the godfather',b'238',b'tt0068646',b'175',"b""['drama', 'crime']""",b'/rpdtlwnszmatozl9pk7s2we3qis.jpg',b'22.87',b'8.6',b'8033',b'1972-03-14'
b'some like it hot',b'239',b'tt0053291',b'122',"b""['comedy', 'romance']""",b'/pxc9efcmykitespqqri783yl8gh.jpg',b'10.51',b'8.1',b'1174',b'1959-03-18'
b'the godfather: part ii',b'240',b'tt0071562',b'200',"b""['drama', 'crime']""",b'/bvq65huq8vhdd1a4z37qtuyevpa.jpg',b'16.575',b'8.5',b'4648',b'1974-12-20'
b'natural born killers',b'241',b'tt0110632',b'119',"b""['crime', 'thriller', 'drama']""",b'/w5sruotq87pfagrjqyyacom1c4a.jpg',b'10.043',b'7.0',b'1281',b'1994-08-25'
b'the godfather: part iii',b'242',b'tt0099674',b'162',"b""['crime', 'drama', 'thriller']""",b'/1hdm3axw9ljitbapvaxbbqo58ze.jpg',b'9.327',b'7.3',b'2253',b'1990-12-24'
b'high fidelity',b'243',b'tt0146882',b'113',"b""['comedy', 'drama', 'romance', 'music']""",b'/sezkcufu6ozf7hz3uuakwuqhltz.jpg',b'7.132',b'7.2',b'822',b'2000-03-17'
b'king kong',b'254',b'tt0360717',b'187',"b""['adventure', 'drama', 'action']""",b'/iqymvoi9qe2wqcosrxhibyd4v0w.jpg',b'10.873',b'6.7',b'3344',b'2005-12-12'
b'about a boy',b'245',b'tt0276751',b'101',"b""['drama', 'comedy', 'romance']""",b'/4ts3sbmgu0wfmhgddtaxca5eho8.jpg',b'6.279',b'6.6',b'895',b'2002-04-26'
b'zatoichi',b'246',b'tt0363226',b'111',"b""['adventure', 'drama', 'action']""",b'/xnfarg30r3iivfmgx8x8kafgxcp.jpg',b'6.829',b'7.3',b'293',b'2003-09-06'
b'the killing',b'247',b'tt0049406',b'85',"b""['drama', 'action', 'thriller', 'crime']""",b'/eufj1nxxd7yiicrqaoum1myl2cq.jpg',b'8.763',b'7.8',b'429',b'1956-05-08'
b'pocketful of miracles',b'248',b'tt0055312',b'136',"b""['comedy', 'drama']""",b'/4s5aoejckbcawjesf2nchif67qz.jpg',b'2.821',b'7.4',b'30',b'1961-12-18'
b'the war of the roses',b'249',b'tt0098621',b'116',"b""['comedy', 'drama', 'thriller']""",b'/9vwwysuxhrimutrjgvn6byjb2he.jpg',b'6.279',b'6.8',b'391',b'1989-12-08'
b'in china they eat dogs',b'250',b'tt0180748',b'91',"b""['action', 'comedy', 'crime']""",b'/zukjvs3iuvdnbmwqcfdhcgeykt1.jpg',b'3.77',b'7.5',b'97',b'1999-09-10'
b'ghost',b'84240',b'tt2175671',b'none',"b""['horror']""",b'/drsrjlea0wrkcbdmonmcr3wlkiu.jpg',b'0.643',b'3.3',b'2',b'2012-01-13'
b'willy wonka & the chocolate factory',b'252',b'tt0067992',b'100',"b""['music', 'family', 'fantasy', 'comedy']""",b'/zp5wslxw76jo63yhcqg8l5jc6ym.jpg',b'9.923',b'7.4',b'1228',b'1971-06-29'
b'live and let die',b'253',b'tt0070328',b'121',"b""['adventure', 'action', 'thriller']""",b'/p34oscaro2kdisrt4emfeh1as0e.jpg',b'11.71',b'6.5',b'722',b'1973-07-05'
b'stolen kisses',b'255',b'tt0062695',b'90',"b""['comedy', 'drama', 'romance']""",b'/5qhh1vp2toox5iatvt4wyt8otnr.jpg',b'3.65',b'7.6',b'84',b'1968-08-13'
b'antoine and colette',b'256',b'tt1180329',b'29',"b""['drama', 'comedy']""",b'/wfv7tyskawvc9kbwaeulgsmhb0i.jpg',b'2.609',b'7.3',b'43',b'1962-06-22'
b'oliver twist',b'257',b'tt0380599',b'130',"b""['crime', 'drama', 'family']""",b'/7w1hglbwlgkui9o44e8u7d8ebbc.jpg',b'7.976',b'6.7',b'408',b'2005-09-23'
b'bed and board',b'258',b'tt0065651',b'97',"b""['comedy', 'drama', 'romance']""",b'/zyeyzwzltyqsizz9ukya61chudu.jpg',b'4.994',b'7.4',b'50',b'1970-08-31'
b'love on the run',b'259',b'tt0078771',b'93',"b""['comedy', 'drama', 'romance']""",b'/hetuflpeb5zu5fa5klkka5q3g36.jpg',b'1.629',b'6.9',b'28',b'1979-01-24'
b'the 39 steps',b'260',b'tt0026029',b'86',"b""['action', 'thriller', 'mystery']""",b'/9v283gwj9a0ac8wwc4zrinqy1lz.jpg',b'5.904',b'7.5',b'298',b'1935-06-01'
b'cat on a hot tin roof',b'4367',b'tt0088888',b'144',"b""['tv movie', 'drama']""",b'/jvwt54mihxs9np6islpe1k7o4xw.jpg',b'1.044',b'5.5',b'6',b'1984-08-19'
b'the king of comedy',b'262',b'tt0085794',b'109',"b""['comedy', 'drama']""",b'/pbaqlkolydp7jl6p0vmywldtrpd.jpg',b'6.835',b'7.6',b'477',b'1982-12-18'
b'lili marleen',b'265',b'tt0082661',b'120',"b""['war', 'drama', 'romance']""",b'/nboljs5h98oiubtnmmr330sasib.jpg',b'1.492',b'6.1',b'15',b'1981-01-14'
b'contempt',b'266',b'tt0057345',b'103',"b""['drama']""",b'/e8afmkwiy6ms7em4gmluqjedc1v.jpg',b'6.938',b'7.6',b'195',b'1963-10-21'
b'live flesh',b'267',b'tt0118819',b'103',"b""['drama', 'romance', 'thriller']""",b'/6fpt82sfpkzw4dzgkgzmvfoambb.jpg',b'9.098',b'7.2',b'137',b'1997-10-28'
b'batman',b'2661',b'tt0060153',b'105',"b""['family', 'adventure', 'comedy', 'science fiction', 'crime']""",b'/uddvjxtafsq8dimrxkvfqy4dgeq.jpg',b'7.393',b'6.2',b'293',b'1966-07-30'
b'breathless',b'1058',b'tt0085276',b'100',"b""['action', 'drama', 'romance', 'thriller']""",b'/nbpxutyhcqx2semf39zgxzl65h3.jpg',b'4.275',b'5.6',b'85',b'1983-05-13'
b'wir sagen du! schatz.',b'270',b'tt0997275',b'98',"b""['comedy', 'drama', 'fantasy']""",b'/9hpznas23bhj37kfy2v65sgwvbh.jpg',b'0.079',b'3.8',b'2',b'2007-11-01'
b'ronja robbersdaughter',b'271',b'tt0088015',b'126',"b""['adventure', 'drama', 'fantasy', 'family']""",b'/pdxwnmutuu48kmdxswqdutzwpan.jpg',b'6.829',b'6.8',b'66',b'1986-12-25'
b'batman begins',b'272',b'tt0372784',b'140',"b""['action', 'crime', 'drama']""",b'/dr6x4gyyegbwtinpbzipy02j2lv.jpg',b'24.781',b'7.6',b'9843',b'2005-06-10'
b'the white sound',b'273',b'tt0276617',b'107',"b""['drama']""",b'/kpy3oulwq3rbubfcmj3apyj82uw.jpg',b'1.7',b'6.9',b'22',b'2001-12-31'
b'the silence of the lambs',b'274',b'tt0102926',b'119',"b""['crime', 'drama', 'thriller']""",b'/qjaytj2bsth1eq89vnfo0jyvpfn.jpg',b'3.86',b'8.2',b'6448',b'1991-02-01'
b'fargo',b'275',b'tt0116282',b'98',"b""['crime', 'drama', 'thriller']""",b'/pyekyygtyjox1r9eyyucgbk1stn.jpg',b'14.948',b'7.8',b'2976',b'1996-03-08'
b'the edukators',b'276',b'tt0408777',b'127',"b""['drama', 'comedy']""",b'/jmjx2tv91uu6gbkuax3otsygmbg.jpg',b'6.637',b'7.4',b'118',b'2004-10-25'
b'underworld',b'277',b'tt0320691',b'121',"b""['fantasy', 'action', 'thriller']""",b'/rdkxl5ixdpvu188cl1llg3sy6z4.jpg',b'16.504',b'6.7',b'3254',b'2003-09-19'
b'the shawshank redemption',b'278',b'tt0111161',b'142',"b""['drama', 'crime']""",b'/9o7glzmreu0ngkib6k3bsjbzvnv.jpg',b'25.512',b'8.6',b'10543',b'1994-09-23'
b'amadeus',b'279',b'tt0086879',b'160',"b""['drama', 'history']""",b'/flnoqdc38mbaulaeptjynofo7yi.jpg',b'10.377',b'8.0',b'1602',b'1984-11-13'
b'terminator 2: judgment day',b'280',b'tt0103064',b'137',"b""['action', 'thriller', 'science fiction']""",b'/2y4dmgwyrmyxdd1uyjvcn2hsd1d.jpg',b'19.831',b'7.8',b'5468',b'1991-07-03'
b'strange days',b'281',b'tt0114558',b'145',"b""['crime', 'drama', 'science fiction', 'thriller']""",b'/rxvy5hg9oevmgnv9w4ihqxhqekd.jpg',b'7.325',b'7.0',b'455',b'1995-10-13'
"b""germany: a summer's fairytale""",b'286',b'tt0853060',b'107',"b""['documentary']""",b'/4i5gtbhhrbgkvoxrk5zdfpahs3f.jpg',b'1.3',b'7.0',b'19',b'2006-10-03'
b'bull durham',b'287',b'tt0094812',b'108',"b""['comedy', 'romance']""",b'/wzwxlir1cistxajiublvgks5hww.jpg',b'7.306',b'6.7',b'209',b'1988-06-15'
b'high noon',b'288',b'tt0044706',b'85',"b""['western']""",b'/bc1x6kio9of30y3imfukmjv2uoj.jpg',b'6.081',b'7.7',b'475',b'1952-03-27'
b'casablanca',b'289',b'tt0034583',b'102',"b""['drama', 'romance']""",b'/wobkaoujzb5qtswv5xxvvv2vuzz.jpg',b'11.261',b'8.1',b'1982',b'1942-11-26'
b'barton fink',b'290',b'tt0101410',b'116',"b""['comedy', 'drama']""",b'/e0yvbtpwil6jb29glf3le9n8gh2.jpg',b'7.104',b'7.4',b'613',b'1991-08-01'
b'riding giants',b'291',b'tt0389326',b'105',"b""['documentary']""",b'/a7qtmd5wzejkkr2fzccqsefrku1.jpg',b'1.897',b'8.0',b'23',b'2004-07-09'
"b""dave chappelle's block party""",b'292',b'tt0425598',b'100',"b""['comedy', 'documentary', 'music']""",b'/hemhngwepu3sywi9ld7inojwwbq.jpg',b'3.026',b'6.5',b'45',b'2005-09-12'
b'a river runs through it',b'293',b'tt0105265',b'123',"b""['drama']""",b'/xx4h1hzg9igsrkc0lanbpq0stji.jpg',b'8.115',b'7.1',b'341',b'1992-10-09'
b'desert hearts',b'294',b'tt0089015',b'96',"b""['drama', 'romance']""",b'/vlqbjv04m8xb6g1ludyjtm0ib9p.jpg',b'1.984',b'6.9',b'37',b'1985-10-01'
b'terminator 3: rise of the machines',b'296',b'tt0181852',b'109',"b""['action', 'thriller', 'science fiction']""",b'/lz4xydf1n09lyicfzwtwt44szig.jpg',b'16.407',b'6.0',b'2863',b'2003-07-02'
b'meet joe black',b'297',b'tt0119643',b'178',"b""['fantasy', 'drama', 'mystery']""",b'/s5maexmesvzyux6dwc11ghl0zww.jpg',b'8.016',b'7.0',b'1668',b'1998-11-12'
"b""ocean's thirteen""",b'298',b'tt0496806',b'122',"b""['crime', 'thriller']""",b'/hmqyvziia38kngwwpl2qeym6cji.jpg',b'15.865',b'6.6',b'2705',b'2007-06-06'
b'the science of sleep',b'300',b'tt0354899',b'105',"b""['comedy', 'drama', 'fantasy']""",b'/8jutrqn5o43mnlvacp1izzsd11n.jpg',b'5.577',b'7.0',b'309',b'2006-02-11'
b'rio bravo',b'301',b'tt0053221',b'141',"b""['western']""",b'/gyefgvde5puz4wgiq6073fn8phc.jpg',b'7.897',b'7.8',b'376',b'1959-03-17'
b'swimming pool',b'302',b'tt0324133',b'102',"b""['crime', 'thriller']""",b'/mhv60wgxvvkmr9ebvo5uwvxl716.jpg',b'5.668',b'6.4',b'214',b'2003-05-18'
b'notorious',b'303',b'tt0038787',b'103',"b""['thriller', 'drama', 'romance']""",b'/vcdsvor5ncy6alt0kbqdqlfc3nk.jpg',b'7.426',b'7.8',b'496',b'1946-08-15'
b'beverly hills cop iii',b'306',b'tt0109254',b'104',"b""['action', 'comedy', 'crime']""",b'/tw9gahqqcbfx0x0xfvbwqusmzou.jpg',b'7.57',b'5.7',b'594',b'1994-05-24'
"b'rome, open city'",b'307',b'tt0038890',b'100',"b""['drama', 'history']""",b'/ijgv4v8jxgbnzgehqkdzhdazn8a.jpg',b'5.425',b'8.0',b'191',b'1945-09-27'
b'broken flowers',b'308',b'tt0412019',b'105',"b""['comedy', 'drama', 'mystery', 'romance']""",b'/pvtdrupje6yjii8blez7jheden1.jpg',b'7.536',b'6.9',b'479',b'2005-05-17'
b'the celebration',b'309',b'tt0154420',b'105',"b""['drama']""",b'/4woy4h5fyoqyibmigfyp90b6agv.jpg',b'7.654',b'7.8',b'297',b'1998-06-19'
b'bruce almighty',b'310',b'tt0315327',b'101',"b""['fantasy', 'comedy']""",b'/lgykhifmmlt8oxyobmka8b4stsr.jpg',b'17.09',b'6.5',b'4625',b'2003-05-23'
b'beyond silence',b'312',b'tt0116692',b'109',"b""['drama']""",b'/cwxagjslnpbymnindmdfavbyrqi.jpg',b'1.561',b'6.7',b'18',b'1996-12-18'
b'snow cake',b'313',b'tt0448124',b'112',"b""['romance', 'drama']""",b'/2jd8danxghax9rodxyrnm6yk8py.jpg',b'3.333',b'7.3',b'62',b'2006-02-09'
b'catwoman',b'314',b'tt0327554',b'104',"b""['action', 'fantasy', 'mystery']""",b'/3e1xpz2lzml4ljv1ksui1jasx3w.jpg',b'8.886',b'4.3',b'1241',b'2004-07-22'
"b'faster, pussycat! kill! kill!'",b'315',b'tt0059170',b'83',"b""['action', 'crime', 'comedy']""",b'/4mld2l1vwqgqfqmka7ku4hzlkpi.jpg',b'5.017',b'6.7',b'84',b'1965-08-06'
b'grill point',b'316',b'tt0304126',b'111',"b""['comedy', 'drama']""",b'/lmevpt6sqx5qkrdf206k3ctseqx.jpg',b'0.879',b'6.9',b'8',b'2002-02-12'
b'grbavica: the land of my dreams',b'317',b'tt0464029',b'90',"b""['drama', 'history']""",b'/hwca69iolht74rrerpwelqx5zyq.jpg',b'3.177',b'6.8',b'24',b'2006-03-01'
b'the million dollar hotel',b'318',b'tt0120753',b'122',"b""['drama', 'thriller']""",b'/4wxozpcjxy2rqgs3yohuvkdittf.jpg',b'4.953',b'5.8',b'105',b'2000-02-09'
b'true romance',b'319',b'tt0108399',b'120',"b""['action', 'thriller', 'crime', 'romance']""",b'/xbo8r3czfrj9rrwrzoj68pgjyar.jpg',b'10.388',b'7.6',b'1021',b'1993-09-09'
b'insomnia',b'320',b'tt0278504',b'118',"b""['crime', 'mystery', 'thriller']""",b'/zb0d3vfjcpfvuyhp1mfpoicyjwh.jpg',b'9.342',b'6.8',b'1740',b'2002-05-24'
b'mambo italiano',b'321',b'tt0330602',b'92',"b""['comedy', 'romance']""",b'/sznhppmrqkynnpzjtfjkemfejdk.jpg',b'3.265',b'6.0',b'33',b'2003-06-06'
b'mystic river',b'322',b'tt0327056',b'138',"b""['thriller', 'crime', 'drama', 'mystery']""",b'/qehasonckh5sr9hctwquxi5zn5y.jpg',b'7.511',b'7.7',b'2243',b'2003-10-07'
b'snakes on a plane',b'326',b'tt0417148',b'105',"b""['action', 'crime', 'horror', 'thriller', 'drama', 'mystery']""",b'/dbt9yeapzjd0lbak1r8unozp2uv.jpg',b'7.747',b'5.1',b'684',b'2006-08-06'
b'brother',b'327',b'tt0222851',b'114',"b""['crime', 'drama', 'thriller']""",b'/zcnznsvhqaclj9cm6xm202gs7yo.jpg',b'5.622',b'7.0',b'134',b'2000-09-09'
b'jurassic park',b'329',b'tt0107290',b'127',"b""['adventure', 'science fiction']""",b'/c414cdeq9b6qlplekmijuldurej.jpg',b'20.737',b'7.8',b'6924',b'1993-06-11'
b'the lost world: jurassic park',b'330',b'tt0119567',b'129',"b""['adventure', 'action', 'science fiction']""",b'/u1fxmequci9cjyhccyopbsq2dyo.jpg',b'2.183',b'6.3',b'3437',b'1997-05-23'
b'jurassic park iii',b'331',b'tt0163025',b'92',"b""['adventure', 'action', 'thriller', 'science fiction']""",b'/26l7xodsnlxx3vwkfuunyoslbrf.jpg',b'1.919',b'5.9',b'2905',b'2001-07-18'
b'inspector gadget',b'332',b'tt0141369',b'78',"b""['action', 'adventure', 'comedy', 'family']""",b'/kvlkbgtyynvygjb72ad1vwpk2d4.jpg',b'9.894',b'4.4',b'469',b'1999-07-23'
b'bollywood/hollywood',b'333',b'tt0303785',b'101',"b""['comedy', 'drama', 'music', 'romance']""",b'/n8j2pfccgerdwsmhjdmjbbmqidy.jpg',b'0.681',b'5.5',b'7',b'2002-01-01'
b'magnolia',b'334',b'tt0175880',b'189',"b""['drama']""",b'/jxkhxpimfgifvxsodunv4oikji5.jpg',b'7.906',b'7.6',b'1191',b'1999-12-10'
b'once upon a time in the west',b'335',b'tt0064116',b'175',"b""['western']""",b'/3rymlopycepx30t1vtrz2cxavnh.jpg',b'11.219',b'8.2',b'1559',b'1968-12-21'
"b'duck, you sucker'",b'336',b'tt0067140',b'157',"b""['western']""",b'/nqkr1yi87px1d3lqvtrbewlcpt1.jpg',b'6.956',b'7.7',b'283',b'1971-10-20'
b'monsieur ibrahim',b'337',b'tt0329388',b'94',"b""['drama']""",b'/acn6xswnou0gkkoj4qaoowfu37d.jpg',b'3.375',b'7.2',b'49',b'2003-12-03'
"b'good bye, lenin!'",b'338',b'tt0301357',b'121',"b""['comedy', 'drama']""",b'/pb62nj3trxgmxbsm9u1wg1dmmvg.jpg',b'5.798',b'7.5',b'851',b'2003-02-09'
b'night on earth',b'339',b'tt0102536',b'129',"b""['comedy', 'drama']""",b'/arehjld3kwqfcl1ncnox8ggdgxa.jpg',b'6.481',b'7.5',b'252',b'1991-12-12'
b'everything is illuminated',b'340',b'tt0404030',b'106',"b""['comedy', 'drama']""",b'/a3ufw8whro8td2pktrmglbih4op.jpg',b'5.255',b'7.4',b'312',b'2005-09-16'
b'a crime',b'341',b'tt0489010',b'103',"b""['crime', 'thriller']""",b'/krfbgp6d8hxhyjybjx9rkzko4fy.jpg',b'1.563',b'6.4',b'11',b'2006-09-11'
b'summer storm',b'342',b'tt0420206',b'98',"b""['comedy', 'drama']""",b'/o9j7bedsv0ful89wwuccw9iq9xj.jpg',b'5.954',b'7.0',b'85',b'2004-09-02'
b'harold and maude',b'343',b'tt0067185',b'91',"b""['comedy', 'drama', 'romance']""",b'/xqay68babjk46u9wbfd2tmtngcx.jpg',b'6.857',b'7.7',b'371',b'1971-12-20'
"b'bang, boom, bang'",b'344',b'tt0135790',b'110',"b""['crime', 'action', 'comedy']""",b'/kygnsfdp8wnma2dbp9glonsk69l.jpg',b'4.101',b'7.8',b'71',b'1999-08-26'
b'eyes wide shut',b'345',b'tt0120663',b'159',"b""['mystery', 'drama', 'thriller']""",b'/ztuqpq1pbsiog2dv9ngkpgdaosx.jpg',b'12.222',b'7.2',b'1944',b'1999-07-14'
b'seven samurai',b'346',b'tt0047478',b'207',"b""['action', 'drama']""",b'/v6xrz4fr92ky1onc3hsevrsvr1n.jpg',b'10.906',b'8.3',b'1158',b'1954-04-26'
b'people on sunday',b'347',b'tt0020163',b'74',"b""['drama']""",b'/gwikcmyardla78wmifrulurulcz.jpg',b'2.409',b'7.3',b'26',b'1930-02-04'
b'alien',b'348',b'tt0078748',b'117',"b""['horror', 'science fiction']""",b'/2h00hrzs89sl3txb4nbkim7bkhs.jpg',b'22.874',b'8.0',b'6020',b'1979-05-25'
b'cockles and muscles',b'349',b'tt0428430',b'93',"b""['comedy']""",b'/cddldg4ctg0g7qitlsceyeagzpy.jpg',b'1.105',b'6.0',b'7',b'2005-03-30'
b'the devil wears prada',b'350',b'tt0458352',b'109',"b""['comedy', 'drama', 'romance']""",b'/8uncrm0leio0fm6skwazy3zfxr1.jpg',b'16.588',b'7.1',b'4765',b'2006-06-30'
b'longing',b'351',b'tt0416213',b'88',"b""['drama']""",b'/srihbziwnlxdyv5oc6wdwpsghem.jpg',b'1.337',b'7.0',b'3',b'2006-02-15'
b'head-on',b'363',b'tt0347048',b'121',"b""['drama', 'romance']""",b'/pwtiffrgaduv9s4bqgkwsqdvxk9.jpg',b'5.338',b'7.5',b'171',b'2004-03-11'
b'batman returns',b'364',b'tt0103776',b'126',"b""['action', 'fantasy']""",b'/jx5the1yw3ztded9dupciyqvkig.jpg',b'15.598',b'6.7',b'2407',b'1992-06-19'
