title,tmdb_id,imdb_id,duration,genres,img,popularity,vote_average,vote_count,year_released
b'shakespeare in love',b'1934',b'tt0138097',b'122',"b""['history', 'romance']""",b'/san5jedynbs3pa3ww0uxq1k0lrf.jpg',b'19.021',b'6.9',b'1251',b'1998-12-11'
b'me and my sister',b'1935',b'tt0410639',b'92',"b""['drama', 'comedy']""",b'/oekyhiwmyw7fgg6mxffnrz0caoq.jpg',b'1.431',b'5.3',b'12',b'2004-11-21'
b'river of no return',b'1936',b'tt0047422',b'91',"b""['adventure', 'western']""",b'/2sqngccaktkepjqmhgv9gv8b7gf.jpg',b'4.032',b'6.4',b'76',b'1954-04-30'
b'bonjour tristesse',b'1937',b'tt0051429',b'94',"b""['drama']""",b'/sbtvl4otxm9vgt5smosj7yuhu5w.jpg',b'1.757',b'6.8',b'31',b'1958-03-17'
b'angel face',b'1938',b'tt0044357',b'92',"b""['crime', 'drama', 'romance']""",b'/mqr0upbkajukbxxy2rfyj532wuf.jpg',b'2.189',b'7.3',b'43',b'1952-12-11'
b'laura',b'1939',b'tt0037008',b'88',"b""['drama', 'mystery']""",b'/utpun9tdbix6x2qx91yhyzfzxg1.jpg',b'6.851',b'7.7',b'238',b'1944-10-11'
b'porgy and bess',b'1940',b'tt0053182',b'138',"b""['music', 'drama', 'romance']""",b'/dossa7wsoomlmcmqajqfsiljgko.jpg',b'0.564',b'6.9',b'7',b'1959-06-24'
b'exodus',b'1941',b'tt0053804',b'208',"b""['action', 'drama', 'history', 'war']""",b'/oqeplt0dvb9hbs59hsaigyrvmso.jpg',b'3.637',b'6.8',b'55',b'1960-03-27'
b'bunny lake is missing',b'1942',b'tt0058997',b'107',"b""['mystery', 'thriller']""",b'/zsz2pammybhkn5osc8qnror2kca.jpg',b'2.418',b'7.2',b'45',b'1965-10-03'
b'rosebud',b'1943',b'tt0073637',b'127',"b""['action', 'thriller']""",b'/uae9peemx4hzm8pwn1c6ksdh5tx.jpg',b'0.983',b'5.7',b'3',b'1975-03-24'
b'the door in the floor',b'1944',b'tt0348593',b'111',"b""['drama']""",b'/snms5sgdovvxy8yjmbrdpaepuim.jpg',b'4.71',b'6.1',b'76',b'2004-07-18'
b'nell',b'1945',b'tt0110638',b'112',"b""['drama', 'thriller']""",b'/4xlf6qkuqmdl5sldew1nrpsmk8n.jpg',b'6.23',b'6.4',b'186',b'1994-12-23'
b'existenz',b'1946',b'tt0120907',b'97',"b""['action', 'thriller', 'science fiction', 'horror']""",b'/jvurnlzvfunleazj8g75q4vzedm.jpg',b'8.127',b'6.8',b'692',b'1999-04-14'
b'an unfinished life',b'1947',b'tt0350261',b'108',"b""['drama']""",b'/1jlartygpa5f0uxhyn7kbeesdco.jpg',b'6.545',b'6.7',b'217',b'2005-09-09'
b'crank',b'1948',b'tt0479884',b'88',"b""['action', 'thriller', 'crime']""",b'/6rnd3zfh0to0cd2vrowyh0f98ej.jpg',b'11.241',b'6.6',b'1542',b'2006-08-31'
b'zodiac',b'1949',b'tt0443706',b'157',"b""['crime', 'drama', 'mystery', 'thriller']""",b'/kiw7n2bkv42owk1kkmeq5ewzqvh.jpg',b'11.402',b'7.4',b'3124',b'2007-03-02'
b'lucky you',b'1950',b'tt0338216',b'124',"b""['drama', 'romance']""",b'/67orlzkhiawlorx9rpyravktij9.jpg',b'8.431',b'5.4',b'111',b'2007-05-01'
b'manderlay',b'1951',b'tt0342735',b'139',"b""['drama']""",b'/8qun5fgsolq1fb2izoofsenavtf.jpg',b'6.78',b'6.9',b'110',b'2005-05-16'
b'the butterfly effect',b'1954',b'tt0289879',b'113',"b""['science fiction', 'thriller']""",b'/3paqy3cynnjpes772ofmx47lfee.jpg',b'10.138',b'7.5',b'2990',b'2004-01-22'
b'the elephant man',b'1955',b'tt0080678',b'124',"b""['drama', 'history']""",b'/ldxjumlqsvisklbil2lud91l2ke.jpg',b'7.196',b'8.0',b'1075',b'1980-10-02'
b'gerry',b'1956',b'tt0302674',b'103',"b""['mystery', 'drama', 'adventure']""",b'/1lu054jl6opg65n99maycdi6y8t.jpg',b'5.957',b'6.1',b'100',b'2002-01-12'
b'enough',b'1957',b'tt0278435',b'114',"b""['drama', 'thriller']""",b'/la9f1mvu1nu4v61trp80dvcr5ij.jpg',b'4.782',b'6.3',b'363',b'2002-05-24'
b'8 women',b'1958',b'tt0283832',b'111',"b""['comedy', 'thriller', 'music', 'crime', 'mystery']""",b'/38j3lbzt6e9xy5h043p4lhswstk.jpg',b'4.981',b'6.9',b'311',b'2002-01-08'
b'swept from the sea',b'1959',b'tt0120257',b'113',"b""['drama', 'romance']""",b'/24cgt6bdh5tjaoxfudeag36nhba.jpg',b'2.094',b'6.6',b'20',b'1998-01-23'
b'my name is bruce',b'1961',b'tt0489235',b'86',"b""['comedy', 'horror']""",b'/sumogiaj23vscyosk4rx0i78jci.jpg',b'3.85',b'5.9',b'135',b'2007-10-01'
b'love in thoughts',b'1962',b'tt0325733',b'89',"b""['drama']""",b'/j7bausm50ht7d0dxbpnk9nhpiod.jpg',b'2.802',b'6.6',b'24',b'2004-02-12'
b'the bow',b'1963',b'tt0456470',b'89',"b""['drama', 'romance']""",b'/mnofogy8qnpsdqtqsvtjtr1jpvs.jpg',b'5.332',b'6.9',b'64',b'2005-05-12'
b'a friend of mine',b'1964',b'tt0441762',b'84',"b""['drama']""",b'/hf7clkdles1u3eioza1yamcbyce.jpg',b'1.92',b'7.2',b'28',b'2006-10-05'
b'a perfect murder',b'1965',b'tt0120787',b'107',"b""['crime', 'thriller', 'drama']""",b'/3qvjpm6tyilp3x3cksbb3l4nyze.jpg',b'6.67',b'6.4',b'440',b'1998-06-05'
b'alexander',b'1966',b'tt0346491',b'175',"b""['war', 'history', 'action', 'adventure', 'drama', 'romance']""",b'/cjrnmbsfm5cet0phzz2a1ueh5at.jpg',b'11.061',b'5.7',b'1351',b'2004-11-21'
b'ask the dust',b'1967',b'tt0384814',b'117',"b""['drama', 'romance']""",b'/8bsvxtlixverrot1ladaycs3kjw.jpg',b'5.032',b'5.2',b'55',b'2006-02-02'
b'fools rush in',b'1968',b'tt0119141',b'109',"b""['drama', 'comedy', 'romance']""",b'/e1rzqz7ehok6uzu7wkgu4q3l8ck.jpg',b'5.634',b'6.0',b'184',b'1997-02-14'
b'bandidas',b'1969',b'tt0416496',b'93',"b""['action', 'comedy', 'western', 'crime']""",b'/6wnsdouyhxdowg9nrky2fsv5o1w.jpg',b'8.511',b'5.8',b'442',b'2006-01-18'
b'the grudge',b'1970',b'tt0391198',b'92',"b""['horror', 'mystery', 'thriller']""",b'/y05x9rl0ficewovstppcpcqwhvf.jpg',b'8.874',b'5.8',b'1198',b'2004-10-22'
b'the grudge 2',b'1975',b'tt0433386',b'102',"b""['horror', 'thriller']""",b'/lpn7fycupdhwoupcupt72cre8ly.jpg',b'7.685',b'5.3',b'381',b'2006-10-13'
b'jezebel',b'1976',b'tt0030287',b'103',"b""['drama', 'romance']""",b'/9ynvd0ufz3r8lxtqpiqge42whrg.jpg',b'2.967',b'7.3',b'52',b'1938-03-19'
b'the grudge 3',b'1977',b'tt1053859',b'90',"b""['mystery', 'horror', 'thriller']""",b'/vycvxrk7k5bafdz3kxdsc8515gq.jpg',b'6.193',b'5.3',b'203',b'2009-05-12'
b'stage fright',b'1978',b'tt0042994',b'110',"b""['thriller']""",b'/1w7rzrenoooxqveymlf8vx3epak.jpg',b'3.925',b'6.7',b'81',b'1950-02-23'
b'fantastic 4: rise of the silver surfer',b'1979',b'tt0486576',b'92',"b""['adventure', 'fantasy', 'action', 'thriller']""",b'/fxpziqgnbnb4blgjkhjtblqume5.jpg',b'15.287',b'5.5',b'3643',b'2007-06-13'
b'bra boys',b'1980',b'tt0951318',b'90',"b""['comedy', 'documentary']""",b'/ie9jcy4hrfmymn7i0bqmm7bzves.jpg',b'0.932',b'6.3',b'4',b'2007-03-07'
b'1984',b'1984',b'tt0048918',b'90',"b""['drama', 'science fiction']""",b'/6dmod5exrqwnh3g7udu3zgmovy2.jpg',b'2.88',b'6.8',b'28',b'1956-03-06'
b'the constant gardener',b'1985',b'tt0387131',b'129',"b""['drama', 'mystery', 'thriller']""",b'/r7qoxmcuiqzueivxvc4bczrd9ni.jpg',b'8.665',b'7.0',b'566',b'2005-08-31'
b'live and become',b'1986',b'tt0388505',b'140',"b""['drama']""",b'/o37e62klqphdobjuhar5ccpygkz.jpg',b'4.718',b'7.3',b'61',b'2005-03-30'
"b""benny's video""",b'1987',b'tt0103793',b'105',"b""['horror', 'crime', 'drama']""",b'/ijtvqs8wdsr2xo38zbvlfr3id6g.jpg',b'5.19',b'7.2',b'92',b'1993-04-14'
b'a mighty heart',b'1988',b'tt0829459',b'100',"b""['drama', 'thriller']""",b'/efhsndojlk5saeaemcvrpnkc19c.jpg',b'5.229',b'6.5',b'141',b'2007-01-01'
b'my blueberry nights',b'1989',b'tt0765120',b'111',"b""['drama', 'romance']""",b'/xjr7gbu6xw7ewlgxupjtnrbop5i.jpg',b'6.523',b'6.2',b'278',b'2007-05-16'
b'paranoid park',b'1990',b'tt0842929',b'85',"b""['mystery', 'crime', 'drama']""",b'/nsdbpoqxxcemg8wxjpztccopfl1.jpg',b'5.014',b'6.4',b'176',b'2007-05-21'
b'death proof',b'1991',b'tt1028528',b'113',"b""['action', 'thriller']""",b'/nyqbcpxqs4im2akqlwg9y1oem2v.jpg',b'8.367',b'6.7',b'1854',b'2007-05-21'
b'planet terror',b'1992',b'tt1077258',b'105',"b""['horror', 'action', 'thriller']""",b'/7yjzttt0vfpphssug8vfuo9waet.jpg',b'8.223',b'6.6',b'1453',b'2007-04-06'
b'golden door',b'1993',b'tt0465188',b'118',"b""['history', 'drama', 'romance']""",b'/hj4p0q8nzbo5einmisqvrocvwzj.jpg',b'2.07',b'6.1',b'39',b'2006-09-22'
b'the most dangerous game',b'1994',b'tt0023238',b'63',"b""['adventure', 'horror', 'thriller']""",b'/3anloiflgonizxqvawpgm5sly1h.jpg',b'3.79',b'7.3',b'66',b'1932-09-16'
b'lara croft: tomb raider',b'1995',b'tt0146316',b'100',"b""['adventure', 'fantasy', 'action', 'thriller']""",b'/m6aody7srvltriufkxclanaiqt.jpg',b'14.08',b'5.8',b'2988',b'2001-06-11'
b'lara croft: tomb raider \xe2\x80\x93 the cradle of life',b'1996',b'tt0325703',b'117',"b""['action', 'adventure', 'fantasy', 'thriller']""",b'/yo6fsos3uxst8gp3fvd7c7rclfs.jpg',b'16.307',b'5.6',b'1952',b'2003-07-21'
b'two brothers',b'27220',b'tt0354981',b'85',"b""['drama']""",b'/btbdjipa2xnqyrkhjyq4t4be7dl.jpg',b'0.051',b'8.0',b'1',b'2001-07-14'
b'holy lola',b'1998',b'tt0384177',b'130',"b""['drama']""",b'/targniwnovnxelxaxuwpdc1nr0c.jpg',b'0.809',b'5.4',b'7',b'2004-10-16'
b'in the bedroom',b'1999',b'tt0247425',b'130',"b""['drama', 'thriller']""",b'/3uzshgaylvoinqrgikd4u2y9bea.jpg',b'4.976',b'6.8',b'120',b'2001-11-23'
b'aguirre: the wrath of god',b'2000',b'tt0068182',b'93',"b""['adventure', 'drama', 'history']""",b'/uhp3atanudp5w8d3jx2el1atv6a.jpg',b'6.069',b'7.6',b'305',b'1972-12-29'
b'we own the night',b'2001',b'tt0498399',b'117',"b""['drama', 'crime', 'thriller']""",b'/iuqdkzsteviwmgrjqrcu6ucfvjc.jpg',b'8.456',b'6.6',b'444',b'2007-05-25'
b'the last mistress',b'2002',b'tt0437526',b'114',"b""['drama', 'romance']""",b'/lfcuwthj26tfgkovcndplxv1mw.jpg',b'0.991',b'6.3',b'18',b'2007-05-30'
b'anatomy of hell',b'2003',b'tt0348529',b'88',"b""['drama']""",b'/bomhnsgs7d6zdyxpewzsaaqrkuj.jpg',b'4.404',b'5.1',b'35',b'2004-01-28'
b'kebab connection',b'2004',b'tt0177882',b'96',"b""['action', 'comedy', 'romance']""",b'/nvvbqpegob6fp7fxoj4joqfcvsz.jpg',b'2.489',b'6.1',b'23',b'2004-04-21'
b'sister act',b'2005',b'tt0105417',b'100',"b""['music', 'comedy']""",b'/7wqxltybiubtc6tsjh9htfemqq3.jpg',b'7.096',b'6.6',b'1113',b'1992-05-28'
"b'bell, book and candle'",b'2006',b'tt0051406',b'106',"b""['fantasy', 'comedy', 'romance']""",b'/sigwkzale3oo6if7onklr7wvxzz.jpg',b'3.345',b'6.3',b'50',b'1958-12-25'
"b""lorenzo's oil""",b'2007',b'tt0104756',b'135',"b""['drama']""",b'/fd9sqslkuzug7imbziurjlk3cn4.jpg',b'5.592',b'6.9',b'163',b'1992-12-30'
b'the promise',b'2008',b'tt0417976',b'98',"b""['fantasy', 'drama', 'action', 'thriller', 'romance']""",b'/zazi1wmrzzablc56dxjkjiv79ut.jpg',b'2.612',b'5.6',b'39',b'2005-12-15'
"b'4 months, 3 weeks and 2 days'",b'2009',b'tt1032846',b'113',"b""['drama']""",b'/wvrkgg1ldcs43vyq5ejktge5uza.jpg',b'6.976',b'7.5',b'203',b'2007-08-24'
b'the mourning forest',b'2010',b'tt1016205',b'97',"b""['drama']""",b'/ky4jxodp53pgkmuxfvsm8rhv26s.jpg',b'1.025',b'6.9',b'18',b'2007-05-24'
b'persepolis',b'2011',b'tt0808417',b'95',"b""['animation', 'drama']""",b'/dyvyf1rlnokad1n7nek0vdpysv6.jpg',b'7.092',b'7.8',b'675',b'2007-05-23'
b'silent light',b'2012',b'tt0841925',b'142',"b""['drama']""",b'/obvrwttjnexjh1dqvf3mtfoxcbn.jpg',b'1.935',b'7.4',b'32',b'2007-10-02'
b'the diving bell and the butterfly',b'2013',b'tt0401383',b'112',"b""['drama']""",b'/j9xijfbmosityxamno9x9qxzogd.jpg',b'7.96',b'7.6',b'408',b'2007-05-22'
b'the edge of heaven',b'2014',b'tt0880502',b'122',"b""['drama']""",b'/oyjtrfxvbjz223626imudlzo4b8.jpg',b'5.098',b'7.1',b'94',b'2007-09-27'
b'secret sunshine',b'2015',b'tt0817225',b'142',"b""['drama']""",b'/xw55evzdmrozetcs1obyghilri2.jpg',b'3.156',b'6.8',b'58',b'2007-05-23'
b'days of glory',b'2016',b'tt0444182',b'128',"b""['drama', 'history', 'war']""",b'/kvxgxm7xejz5cfexqwwf1bjyobe.jpg',b'6.458',b'6.8',b'137',b'2006-05-25'
b'no good deed',b'2017',b'tt0292610',b'97',"b""['action', 'crime', 'drama', 'mystery', 'thriller']""",b'/vgwbyqogog5wrkcemhrepdsvimo.jpg',b'5.39',b'5.3',b'65',b'2002-06-28'
b'the wedding planner',b'2018',b'tt0209475',b'103',"b""['comedy', 'romance']""",b'/zaozcfgwsm3tvbfnhx6jstb9bsk.jpg',b'5.648',b'5.5',b'608',b'2001-01-26'
b'hard target',b'2019',b'tt0107076',b'97',"b""['action', 'adventure', 'crime', 'thriller', 'drama']""",b'/6weu60v7ezncufjsvmgjzhfvs4i.jpg',b'8.064',b'6.1',b'323',b'1993-08-20'
b'the bachelor',b'51255',b'tt1092329',b'86',b'[]',b'/mlduubjgjalx9tzcvc87qwokfpx.jpg',b'0.043',b'7.0',b'1',b'2003-08-03'
b'jack & sarah',b'2021',b'tt0113448',b'110',"b""['comedy', 'drama', 'romance']""",b'/vk6fm3t3fzxzyt4jdirkbp0scsl.jpg',b'1.21',b'6.6',b'14',b'1995-06-02'
b'mr. deeds',b'2022',b'tt0280590',b'96',"b""['comedy', 'romance']""",b'/l3hmnjhxmqjxrvgnmmmeomsyx3r.jpg',b'7.344',b'5.6',b'905',b'2002-06-28'
b'hidalgo',b'2023',b'tt0317648',b'136',"b""['western', 'adventure']""",b'/5biwwo12fnsftatd8dfmpof7bvs.jpg',b'7.171',b'6.6',b'416',b'2004-03-05'
b'the patriot',b'6058',b'tt0120786',b'90',"b""['action', 'thriller']""",b'/thmkesyvxyvzrekwndv9mnntc05.jpg',b'3.727',b'4.3',b'71',b'1998-07-10'
b'a few days with me',b'2025',b'tt0095943',b'129',"b""['comedy', 'drama']""",b'/3kt0qe59dhtjbm1ixqf06ae7hpz.jpg',b'0.956',b'5.9',b'8',b'1988-08-14'
b'hostage',b'2026',b'tt0340163',b'113',"b""['mystery', 'drama', 'thriller', 'crime']""",b'/simhavnoea3uhrum0gt8wdideto.jpg',b'10.733',b'6.2',b'682',b'2005-03-10'
b'say anything...',b'2028',b'tt0098258',b'100',"b""['comedy', 'drama', 'romance']""",b'/ovlrvszx5ipqcc6uymbypp1fggb.jpg',b'7.608',b'7.3',b'327',b'1989-04-14'
b'tanguy',b'2029',b'tt0274155',b'108',"b""['comedy']""",b'/mthaantl8qqccqv6bvg0g2dzxwy.jpg',b'4.198',b'5.9',b'132',b'2001-11-21'
b'auferstehung',b'2031',b'tt0051382',b'105',"b""['drama']""",b'/u07uww6dxpc29fx5liiwra5ezmw.jpg',b'0.19',b'0.0',b'0',b'1958-10-20'
b'transit',b'66544',b'tt0103118',b'none',"b""['drama']""",b'none',b'0.015',b'0.0',b'0',b'1991-01-16'
b'infinity',b'2033',b'tt0116635',b'119',"b""['drama', 'romance']""",b'/pwadolvt7so79v9httuklnsptet.jpg',b'0.433',b'7.0',b'1',b'1996-10-04'
b'training day',b'2034',b'tt0139654',b'122',"b""['action', 'crime', 'drama', 'thriller']""",b'/sdt2bisb7wzbjdxq9o3ldr7vfvy.jpg',b'11.217',b'7.4',b'2235',b'2001-10-05'
b'touch and die',b'2035',b'tt0103108',b'180',"b""['tv movie', 'thriller']""",b'/cxnwoqp2fbkorq4e7tds9s0arxu.jpg',b'0.186',b'0.0',b'0',b'1991-01-01'
b'avalanche express',b'2036',b'tt0078812',b'85',"b""['action', 'thriller']""",b'/8howy3dnvdegp3g8cxptqz68xnr.jpg',b'0.932',b'4.6',b'14',b'1979-09-29'
b'aphrodite',b'2037',b'tt0083572',b'95',"b""['drama']""",b'/pzyhkcmlo6dvapom89u63tl302l.jpg',b'0.632',b'0.0',b'0',b'1982-01-01'
b'iron eagle iii',b'2038',b'tt0103617',b'98',"b""['action', 'thriller']""",b'/qpdxlqgq4supdu2cppxodeqpdkv.jpg',b'3.181',b'3.8',b'19',b'1992-01-09'
b'savior',b'2042',b'tt0120070',b'99',"b""['history', 'drama', 'war']""",b'/yitmcm8vij79ebi8shf7s7zxj7f.jpg',b'3.352',b'6.9',b'38',b'1998-06-01'
b'along came a spider',b'2043',b'tt0164334',b'104',"b""['crime', 'mystery', 'thriller', 'action']""",b'/1zjdmpkmutout8hr77qmk1llgls.jpg',b'9.19',b'6.2',b'583',b'2001-04-06'
b'the lake house',b'2044',b'tt0410297',b'99',"b""['romance', 'drama', 'mystery']""",b'/thpc1118dywlnhzleghwzxrbpae.jpg',b'10.899',b'6.5',b'953',b'2006-06-16'
b'unforgettable',b'2045',b'tt0118040',b'106',"b""['drama', 'mystery', 'science fiction', 'thriller']""",b'/qqek3x5yv0ilzqq98kwikte3x4m.jpg',b'2.979',b'5.5',b'35',b'1996-02-23'
b'the gift',b'2046',b'tt0219699',b'111',"b""['horror', 'drama', 'thriller', 'mystery']""",b'/mc66qbjk1pburvmu3kh14adlpql.jpg',b'7.107',b'6.4',b'399',b'2000-12-22'
b'the real mccoy',b'2047',b'tt0107927',b'100',"b""['action', 'crime', 'drama', 'thriller']""",b'/z04usi3kmkwxpgvcpnzy5s0erdf.jpg',b'4.168',b'5.7',b'64',b'1993-09-10'
"b'i, robot'",b'2048',b'tt0343818',b'115',"b""['action', 'science fiction']""",b'/2mkfzf168xjrv6leqq0bjqoljck.jpg',b'20.953',b'6.8',b'5394',b'2004-07-15'
b'how to cook your life',b'2049',b'tt0943512',b'93',"b""['documentary']""",b'/rwyntuljiwlgwgribstp1rghudt.jpg',b'0.08',b'5.0',b'1',b'2007-05-10'
"b""mr. holland's opus""",b'2054',b'tt0113862',b'137',"b""['music', 'drama', 'family']""",b'/kbmwwesn3ajnyhz3dsybeobxepi.jpg',b'4.71',b'7.1',b'144',b'1995-12-29'
b'open range',b'2055',b'tt0316356',b'139',"b""['western']""",b'/ykw80vdb24lg4m5qkipsxtwkwtr.jpg',b'7.138',b'7.2',b'355',b'2003-08-29'
b'the station agent',b'2056',b'tt0340377',b'88',"b""['drama', 'comedy']""",b'/kjjg6eja9i9flfhajg67ecev8yx.jpg',b'4.827',b'7.5',b'265',b'2003-01-26'
b'original sin',b'2057',b'tt0218922',b'118',"b""['thriller']""",b'/xvttsdvvvr1nylvjxwzibzhaet5.jpg',b'8.331',b'5.9',b'289',b'2001-08-03'
b'addicted to love',b'2058',b'tt0118556',b'100',"b""['comedy', 'romance']""",b'/ed6nd7h9sbojswy2qrndcsvdfko.jpg',b'5.973',b'6.1',b'144',b'1997-05-23'
b'national treasure',b'2059',b'tt0368891',b'131',"b""['adventure', 'action', 'thriller', 'mystery']""",b'/lumoc56llmwut60vunnpwxrbtnt.jpg',b'14.139',b'6.5',b'2736',b'2004-11-19'
b'spoiled children',b'2060',b'tt0075933',b'114',"b""['drama']""",b'/rgb92xsnaaokyi9lqndlkgg04yq.jpg',b'0.942',b'6.5',b'2',b'1977-09-06'
b'pusher',b'2061',b'tt0117407',b'105',"b""['action', 'crime', 'drama', 'thriller']""",b'/8z2avgsjmofdknyakta7qwe7m2c.jpg',b'4.62',b'6.9',b'220',b'1996-08-30'
b'ratatouille',b'2062',b'tt0382932',b'111',"b""['animation', 'comedy', 'family', 'fantasy']""",b'/jeieu8visb8ciihcfprvr2v6xdz.jpg',b'17.826',b'7.6',b'6656',b'2007-06-22'
b'while you were sleeping',b'2064',b'tt0114924',b'103',"b""['comedy', 'drama', 'romance']""",b'/9stv7dx4ztrzgjs9vcvepvxikl6.jpg',b'7.441',b'6.6',b'484',b'1995-04-21'
"b""je crois que je l'aime""",b'2065',b'tt0488565',b'90',"b""['drama', 'comedy', 'romance']""",b'/2apezzp9icrc7t3vaumnpqhzzgm.jpg',b'0.694',b'5.6',b'9',b'2007-02-08'
b'mission to mars',b'2067',b'tt0183523',b'114',"b""['drama', 'science fiction', 'adventure']""",b'/eco5chujn3mt7hnumtuiuobpmox.jpg',b'8.174',b'5.8',b'515',b'2000-03-10'
b'the whole nine yards',b'2069',b'tt0190138',b'98',"b""['comedy', 'crime']""",b'/rnxnzrkipvb8v4ms2oo6ga2o0fg.jpg',b'7.787',b'6.4',b'726',b'2000-02-18'
b'love in 4 easy lessons',b'2070',b'tt0075255',b'87',"b""['comedy']""",b'/a3zu9cen0unjdmuvrwu3zsbn0yy.jpg',b'0.613',b'0.0',b'0',b'1976-01-01'
b'shattered',b'2071',b'tt0102900',b'98',"b""['mystery', 'thriller']""",b'/q7aapztd1apyackemc1teu0g0kt.jpg',b'4.006',b'6.2',b'44',b'1991-10-11'
b'cyberjack',b'2072',b'tt0112763',b'99',"b""['action', 'science fiction', 'thriller']""",b'/bahbwejk9dp6cb1pgyxpcplnu45.jpg',b'0.383',b'6.3',b'6',b'1995-09-19'
b'flirting with disaster',b'2074',b'tt0116324',b'92',"b""['comedy', 'romance']""",b'/pxxya68l05zr4vmwc6yb8kqxslo.jpg',b'5.882',b'6.3',b'83',b'1996-03-22'
"b""prizzi's honor""",b'2075',b'tt0089841',b'124',"b""['romance', 'comedy', 'crime', 'drama']""",b'/knlkgnyahehn3rzjbvpmddagau2.jpg',b'8.694',b'6.6',b'116',b'1985-06-14'
b'swindle',b'2076',b'tt0190938',b'93',"b""['action', 'crime', 'drama', 'thriller']""",b'/hahkeflvt6xbeuz65rf7oznuhtb.jpg',b'1.014',b'3.5',b'4',b'2002-01-01'
b'the rink',b'2077',b'tt0007264',b'24',"b""['comedy']""",b'/3dhgi5qpgsh5ruyhycl7fw2mj0y.jpg',b'2.19',b'6.4',b'37',b'1916-12-04'
b'the pawnshop',b'2078',b'tt0007162',b'32',"b""['comedy']""",b'/xlyfhcvinyxj4ryrbva39jpzlqs.jpg',b'2.536',b'6.6',b'28',b'1916-10-02'
b'the count',b'2079',b'tt0006548',b'34',"b""['comedy']""",b'/5ixiixxhhoier7oqvgxq1szdj8w.jpg',b'0.977',b'6.0',b'18',b'1916-09-04'
b'x-men origins: wolverine',b'2080',b'tt0458525',b'107',"b""['adventure', 'action', 'thriller', 'science fiction']""",b'/kqo36iyvwbrkmpiueivzufh06rc.jpg',b'1.549',b'6.2',b'5286',b'2009-04-28'
"b""guitar men: the darkest secret of rock 'n roll""",b'2083',b'tt1328622',b'70',"b""['comedy', 'fantasy', 'thriller', 'action']""",b'/bmlj0alxbloblpriaanqpgrr8ui.jpg',b'0.039',b'8.0',b'1',b'2007-06-28'
b'birthday girl',b'2084',b'tt0188453',b'93',"b""['comedy', 'crime', 'thriller']""",b'/34ps7kl4l3yxeonnc7vxsibgzfj.jpg',b'5.012',b'6.0',b'154',b'2001-09-06'
b'romeo must die',b'2085',b'tt0165929',b'115',"b""['action', 'crime', 'thriller']""",b'/4c5ylg72lfwdvcnktjphc4ogjbx.jpg',b'5.859',b'6.0',b'443',b'2000-03-20'
b'nick of time',b'2086',b'tt0113972',b'90',"b""['crime', 'drama', 'thriller']""",b'/3kycyd9yajdjimyliigpfdmvbzb.jpg',b'5.467',b'6.1',b'258',b'1995-11-22'
b'the getaway',b'5916',b'tt0068638',b'118',"b""['action', 'crime', 'thriller']""",b'/7koc8dferbkji3n6rhuthdg0fdp.jpg',b'5.829',b'7.1',b'171',b'1972-12-13'
b'romeo is bleeding',b'2088',b'tt0107983',b'100',"b""['action', 'crime', 'drama', 'thriller']""",b'/srnt0hu2phwzsvidpvh0graqclb.jpg',b'3.693',b'6.0',b'52',b'1993-09-13'
b'cutaway',b'2089',b'tt0211792',b'104',"b""['action', 'thriller']""",b'/ey3hnvuelknzftksjmcfzszye40.jpg',b'0.773',b'6.1',b'11',b'2000-08-26'
b'the heist',b'5690',b'tt0068690',b'73',"b""['crime', 'drama', 'thriller', 'tv movie']""",b'/g1gvafingk7zvsex4evdp7w7w2i.jpg',b'0.231',b'0.0',b'0',b'1972-11-29'
b'the badge',b'2091',b'tt0286493',b'99',"b""['crime', 'thriller']""",b'/8gbbnwqyyfsmtwmtwxt9n3dzufr.jpg',b'1.229',b'6.1',b'13',b'2002-09-07'
b'wish you were here',b'46976',b'tt0094331',b'92',"b""['comedy', 'drama', 'romance']""",b'/ccpu3k1quxaelgkvktsdlgvptdi.jpg',b'1.022',b'6.5',b'18',b'1987-07-24'
b'amsterdamned',b'2093',b'tt0094651',b'105',"b""['action', 'horror', 'thriller']""",b'/3z87pn47kcynw3dpnisjsfmg17w.jpg',b'2.2',b'6.0',b'36',b'1988-02-11'
b'roustabout',b'2094',b'tt0058534',b'101',"b""['drama', 'music', 'romance']""",b'/o1nuu0exniot57msn6ws6zr1hnd.jpg',b'1.997',b'5.7',b'14',b'1964-11-11'
b'desert saints',b'2095',b'tt0167116',b'88',"b""['thriller', 'action']""",b'/10upxvpium4kksvp1jsryuh6gov.jpg',b'1.516',b'5.2',b'15',b'2002-03-10'
b'tycus',b'2096',b'tt0156146',b'94',"b""['action', 'adventure', 'science fiction']""",b'/7ljzooabdwwzxfufbbl7pl8jepv.jpg',b'0.912',b'4.0',b'2',b'1998-01-01'
"b'gappa, the triphibian monster'",b'2097',b'tt0061550',b'90',"b""['horror', 'science fiction']""",b'/vr2hk8kamwlymsrogyin4qhqlap.jpg',b'1.985',b'3.9',b'8',b'1967-04-01'
b'viva las vegas',b'2098',b'tt0058725',b'85',"b""['comedy', 'drama', 'music', 'romance']""",b'/b56lf85qylcf79ipxkyn5hissqs.jpg',b'1.845',b'6.1',b'39',b'1964-05-20'
b'raw deal',b'2099',b'tt0091828',b'106',"b""['action', 'crime', 'thriller']""",b'/a6a3h6ranq4htfz80aqgztgavfj.jpg',b'6.735',b'5.6',b'224',b'1986-06-06'
